"Título de trazado: ASA_01_SO_01"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 22034869, SEN S/N: 22034869)","Temp, °F (LGR S/N: 22034869, SEN S/N: 22034869)","Pres abs Barom., psi (LGR S/N: 21981564, SEN S/N: 21981564)","Profundidad de sensor, pies (LGR S/N: 22034869)","Acoplador separado (LGR S/N: 22034869)","Acoplador adjunto (LGR S/N: 22034869)","Host conectado (LGR S/N: 22034869)","Final de archivo (LGR S/N: 22034869)"
1483,10/03/25 02:15:00 PM,8.3433,40.134,8.3405,0.006,,,,
1484,10/03/25 02:20:00 PM,8.3433,40.134,8.3405,0.006,,,,
1485,10/03/25 02:25:00 PM,8.3433,40.134,8.3423,0.002,,,,
1486,10/03/25 02:30:00 PM,8.3433,40.134,8.3423,0.002,,,,
1487,10/03/25 02:35:00 PM,8.3458,40.134,8.3405,0.012,,,,
1488,10/03/25 02:40:00 PM,8.3433,40.134,8.3397,0.008,,,,
1489,10/03/25 02:45:00 PM,8.3433,40.134,8.3430,0.001,,,,
1490,10/03/25 02:50:00 PM,8.3433,40.134,8.3405,0.006,,,,
1491,10/03/25 02:55:00 PM,8.3433,40.134,8.3413,0.005,,,,
1492,10/03/25 03:00:00 PM,8.3433,40.134,8.3413,0.005,,,,
1493,10/03/25 03:05:00 PM,8.3433,40.134,8.3430,0.001,,,,
1494,10/03/25 03:10:00 PM,8.3433,40.134,8.3421,0.003,,,,
1495,10/03/25 03:15:00 PM,8.3410,40.134,8.3429,-0.004,,,,
1496,10/03/25 03:20:00 PM,8.3433,40.134,8.3437,-0.001,,,,
1497,10/03/25 03:25:00 PM,8.3433,40.134,8.3403,0.007,,,,
1498,10/03/25 03:30:00 PM,8.3433,40.134,8.3411,0.005,,,,
1499,10/03/25 03:35:00 PM,8.3433,40.134,8.3403,0.007,,,,
1500,10/03/25 03:40:00 PM,8.3433,40.134,8.3410,0.005,,,,
1501,10/03/25 03:45:00 PM,8.3433,40.134,8.3401,0.007,,,,
1502,10/03/25 03:50:00 PM,8.3433,40.134,8.3400,0.008,,,,
1503,10/03/25 03:55:00 PM,8.3433,40.134,8.3391,0.010,,,,
1504,10/03/25 04:00:00 PM,8.3433,40.134,8.3381,0.012,,,,
1505,10/03/25 04:05:00 PM,8.3433,40.134,8.3388,0.010,,,,
1506,10/03/25 04:10:00 PM,8.3458,40.134,8.3413,0.010,,,,
1507,10/03/25 04:15:00 PM,8.3458,40.134,8.3394,0.015,,,,
1508,10/03/25 04:20:00 PM,8.3458,40.134,8.3418,0.009,,,,
1509,10/03/25 04:25:00 PM,8.3458,40.134,8.3433,0.006,,,,
1510,10/03/25 04:30:00 PM,8.3433,40.134,8.3421,0.003,,,,
1511,10/03/25 04:35:00 PM,8.3481,40.134,8.3420,0.014,,,,
1512,10/03/25 04:40:00 PM,8.3458,40.134,8.3440,0.004,,,,
1513,10/03/25 04:45:00 PM,8.3481,40.134,8.3418,0.014,,,,
1514,10/03/25 04:50:00 PM,8.3481,40.134,8.3395,0.020,,,,
1515,10/03/25 04:55:00 PM,8.3458,40.134,8.3395,0.014,,,,
1516,10/03/25 05:00:00 PM,8.3458,40.134,8.3411,0.011,,,,
1517,10/03/25 05:05:00 PM,8.3458,40.134,8.3387,0.016,,,,
1518,10/03/25 05:10:00 PM,8.3458,40.134,8.3378,0.018,,,,
1519,10/03/25 05:15:00 PM,8.3458,40.134,8.3395,0.014,,,,
1520,10/03/25 05:20:00 PM,8.3458,40.134,8.3352,0.024,,,,
1521,10/03/25 05:25:00 PM,8.3481,40.134,8.3336,0.033,,,,
1522,10/03/25 05:30:00 PM,8.3458,40.134,8.3318,0.032,,,,
1523,10/03/25 05:35:00 PM,8.3481,40.134,8.3334,0.034,,,,
1524,10/03/25 05:40:00 PM,8.3458,40.134,8.3313,0.033,,,,
1525,10/03/25 05:45:00 PM,8.3458,40.134,8.3323,0.031,,,,
1526,10/03/25 05:50:00 PM,8.3474,39.947,8.3333,0.032,,,,
1527,10/03/25 05:55:00 PM,8.3474,39.947,8.3310,0.038,,,,
1528,10/03/25 06:00:00 PM,8.3450,39.947,8.3286,0.038,,,,
1529,10/03/25 06:05:00 PM,8.3497,39.947,8.3291,0.048,,,,
1530,10/03/25 06:10:00 PM,8.3474,39.947,8.3301,0.040,,,,
1531,10/03/25 06:15:00 PM,8.3497,39.947,8.3288,0.048,,,,
1532,10/03/25 06:20:00 PM,8.3474,39.947,8.3310,0.038,,,,
1533,10/03/25 06:25:00 PM,8.3497,39.947,8.3281,0.050,,,,
1534,10/03/25 06:30:00 PM,8.3497,39.947,8.3285,0.049,,,,
1535,10/03/25 06:35:00 PM,8.3497,39.947,8.3295,0.047,,,,
1536,10/03/25 06:40:00 PM,8.3520,39.947,8.3282,0.055,,,,
1537,10/03/25 06:45:00 PM,8.3497,39.947,8.3253,0.056,,,,
1538,10/03/25 06:50:00 PM,8.3520,39.947,8.3271,0.058,,,,
1539,10/03/25 06:55:00 PM,8.3520,39.947,8.3275,0.057,,,,
1540,10/03/25 07:00:00 PM,8.3520,39.947,8.3262,0.060,,,,
1541,10/03/25 07:05:00 PM,8.3520,39.947,8.3282,0.055,,,,
1542,10/03/25 07:10:00 PM,8.3543,39.947,8.3300,0.056,,,,
1543,10/03/25 07:15:00 PM,8.3543,39.947,8.3286,0.059,,,,
1544,10/03/25 07:20:00 PM,8.3543,39.947,8.3273,0.062,,,,
1545,10/03/25 07:25:00 PM,8.3566,39.947,8.3273,0.068,,,,
1546,10/03/25 07:30:00 PM,8.3566,39.947,8.3273,0.068,,,,
1547,10/03/25 07:35:00 PM,8.3566,39.947,8.3278,0.067,,,,
1548,10/03/25 07:40:00 PM,8.3543,39.947,8.3278,0.061,,,,
1549,10/03/25 07:45:00 PM,8.3566,39.947,8.3278,0.067,,,,
1550,10/03/25 07:50:00 PM,8.3566,39.947,8.3282,0.066,,,,
1551,10/03/25 07:55:00 PM,8.3566,39.947,8.3286,0.065,,,,
1552,10/03/25 08:00:00 PM,8.3590,39.947,8.3286,0.070,,,,
1553,10/03/25 08:05:00 PM,8.3584,39.760,8.3323,0.060,,,,
1554,10/03/25 08:10:00 PM,8.3584,39.760,8.3327,0.059,,,,
1555,10/03/25 08:15:00 PM,8.3584,39.760,8.3343,0.056,,,,
1556,10/03/25 08:20:00 PM,8.3607,39.760,8.3281,0.075,,,,
1557,10/03/25 08:25:00 PM,8.3630,39.760,8.3285,0.080,,,,
1558,10/03/25 08:30:00 PM,8.3607,39.760,8.3301,0.071,,,,
1559,10/03/25 08:35:00 PM,8.3607,39.760,8.3288,0.074,,,,
1560,10/03/25 08:40:00 PM,8.3584,39.760,8.3288,0.068,,,,
1561,10/03/25 08:45:00 PM,8.3584,39.760,8.3292,0.067,,,,
1562,10/03/25 08:50:00 PM,8.3607,39.760,8.3329,0.064,,,,
1563,10/03/25 08:55:00 PM,8.3630,39.760,8.3329,0.070,,,,
1564,10/03/25 09:00:00 PM,8.3630,39.760,8.3315,0.073,,,,
1565,10/03/25 09:05:00 PM,8.3653,39.760,8.3331,0.074,,,,
1566,10/03/25 09:10:00 PM,8.3630,39.760,8.3318,0.072,,,,
1567,10/03/25 09:15:00 PM,8.3653,39.760,8.3336,0.073,,,,
1568,10/03/25 09:20:00 PM,8.3630,39.760,8.3339,0.067,,,,
1569,10/03/25 09:25:00 PM,8.3653,39.760,8.3321,0.077,,,,
1570,10/03/25 09:30:00 PM,8.3653,39.760,8.3308,0.080,,,,
1571,10/03/25 09:35:00 PM,8.3630,39.760,8.3311,0.074,,,,
1572,10/03/25 09:40:00 PM,8.3607,39.760,8.3311,0.068,,,,
1573,10/03/25 09:45:00 PM,8.3630,39.760,8.3295,0.077,,,,
1574,10/03/25 09:50:00 PM,8.3607,39.760,8.3311,0.068,,,,
1575,10/03/25 09:55:00 PM,8.3623,39.573,8.3311,0.072,,,,
1576,10/03/25 10:00:00 PM,8.3646,39.573,8.3329,0.073,,,,
1577,10/03/25 10:05:00 PM,8.3623,39.573,8.3315,0.071,,,,
1578,10/03/25 10:10:00 PM,8.3646,39.573,8.3315,0.076,,,,
1579,10/03/25 10:15:00 PM,8.3646,39.573,8.3334,0.072,,,,
1580,10/03/25 10:20:00 PM,8.3646,39.573,8.3301,0.080,,,,
1581,10/03/25 10:25:00 PM,8.3669,39.573,8.3318,0.081,,,,
1582,10/03/25 10:30:00 PM,8.3623,39.573,8.3304,0.074,,,,
1583,10/03/25 10:35:00 PM,8.3646,39.573,8.3304,0.079,,,,
1584,10/03/25 10:40:00 PM,8.3623,39.573,8.3291,0.077,,,,
1585,10/03/25 10:45:00 PM,8.3623,39.573,8.3291,0.077,,,,
1586,10/03/25 10:50:00 PM,8.3623,39.573,8.3307,0.073,,,,
1587,10/03/25 10:55:00 PM,8.3623,39.573,8.3276,0.080,,,,
1588,10/03/25 11:00:00 PM,8.3646,39.573,8.3276,0.085,,,,
1589,10/03/25 11:05:00 PM,8.3600,39.573,8.3276,0.075,,,,
1590,10/03/25 11:10:00 PM,8.3623,39.573,8.3260,0.084,,,,
1591,10/03/25 11:15:00 PM,8.3623,39.573,8.3276,0.080,,,,
1592,10/03/25 11:20:00 PM,8.3600,39.573,8.3263,0.078,,,,
1593,10/03/25 11:25:00 PM,8.3600,39.573,8.3279,0.074,,,,
1594,10/03/25 11:30:00 PM,8.3600,39.573,8.3246,0.082,,,,
1595,10/03/25 11:35:00 PM,8.3600,39.573,8.3263,0.078,,,,
1596,10/03/25 11:40:00 PM,8.3623,39.573,8.3266,0.082,,,,
1597,10/03/25 11:45:00 PM,8.3577,39.573,8.3266,0.072,,,,
1598,10/03/25 11:50:00 PM,8.3600,39.573,8.3249,0.081,,,,
1599,10/03/25 11:55:00 PM,8.3577,39.573,8.3249,0.076,,,,
1600,10/04/25 12:00:00 AM,8.3577,39.573,8.3234,0.079,,,,
1601,10/04/25 12:05:00 AM,8.3577,39.573,8.3218,0.083,,,,
1602,10/04/25 12:10:00 AM,8.3577,39.573,8.3218,0.083,,,,
1603,10/04/25 12:15:00 AM,8.3546,39.384,8.3218,0.076,,,,
1604,10/04/25 12:20:00 AM,8.3546,39.384,8.3202,0.079,,,,
1605,10/04/25 12:25:00 AM,8.3546,39.384,8.3202,0.079,,,,
1606,10/04/25 12:30:00 AM,8.3523,39.384,8.3169,0.082,,,,
1607,10/04/25 12:35:00 AM,8.3546,39.384,8.3170,0.087,,,,
1608,10/04/25 12:40:00 AM,8.3523,39.384,8.3170,0.081,,,,
1609,10/04/25 12:45:00 AM,8.3523,39.384,8.3170,0.081,,,,
1610,10/04/25 12:50:00 AM,8.3500,39.384,8.3154,0.080,,,,
1611,10/04/25 12:55:00 AM,8.3523,39.384,8.3169,0.082,,,,
1612,10/04/25 01:00:00 AM,8.3500,39.384,8.3152,0.080,,,,
1613,10/04/25 01:05:00 AM,8.3523,39.384,8.3136,0.089,,,,
1614,10/04/25 01:10:00 AM,8.3523,39.384,8.3136,0.089,,,,
1615,10/04/25 01:15:00 AM,8.3500,39.384,8.3136,0.084,,,,
1616,10/04/25 01:20:00 AM,8.3500,39.384,8.3136,0.084,,,,
1617,10/04/25 01:25:00 AM,8.3500,39.384,8.3136,0.084,,,,
1618,10/04/25 01:30:00 AM,8.3476,39.384,8.3152,0.075,,,,
1619,10/04/25 01:35:00 AM,8.3500,39.384,8.3104,0.091,,,,
1620,10/04/25 01:40:00 AM,8.3476,39.384,8.3137,0.078,,,,
1621,10/04/25 01:45:00 AM,8.3476,39.384,8.3137,0.078,,,,
1622,10/04/25 01:50:00 AM,8.3500,39.384,8.3121,0.087,,,,
1623,10/04/25 01:55:00 AM,8.3476,39.384,8.3121,0.082,,,,
1624,10/04/25 02:00:00 AM,8.3453,39.384,8.3121,0.077,,,,
1625,10/04/25 02:05:00 AM,8.3476,39.384,8.3137,0.078,,,,
1626,10/04/25 02:10:00 AM,8.3500,39.384,8.3137,0.084,,,,
1627,10/04/25 02:15:00 AM,8.3476,39.384,8.3104,0.086,,,,
1628,10/04/25 02:20:00 AM,8.3476,39.384,8.3091,0.089,,,,
1629,10/04/25 02:25:00 AM,8.3476,39.384,8.3107,0.085,,,,
1630,10/04/25 02:30:00 AM,8.3453,39.384,8.3092,0.083,,,,
1631,10/04/25 02:35:00 AM,8.3476,39.384,8.3125,0.081,,,,
1632,10/04/25 02:40:00 AM,8.3500,39.384,8.3092,0.094,,,,
1633,10/04/25 02:45:00 AM,8.3476,39.384,8.3125,0.081,,,,
1634,10/04/25 02:50:00 AM,8.3476,39.384,8.3110,0.085,,,,
1635,10/04/25 02:55:00 AM,8.3453,39.384,8.3076,0.087,,,,
1636,10/04/25 03:00:00 AM,8.3476,39.384,8.3095,0.088,,,,
1637,10/04/25 03:05:00 AM,8.3476,39.384,8.3079,0.092,,,,
1638,10/04/25 03:10:00 AM,8.3476,39.384,8.3079,0.092,,,,
1639,10/04/25 03:15:00 AM,8.3476,39.384,8.3079,0.092,,,,
1640,10/04/25 03:20:00 AM,8.3476,39.384,8.3062,0.096,,,,
1641,10/04/25 03:25:00 AM,8.3453,39.384,8.3079,0.086,,,,
1642,10/04/25 03:30:00 AM,8.3453,39.384,8.3095,0.083,,,,
1643,10/04/25 03:35:00 AM,8.3453,39.384,8.3079,0.086,,,,
1644,10/04/25 03:40:00 AM,8.3453,39.384,8.3095,0.083,,,,
1645,10/04/25 03:45:00 AM,8.3476,39.384,8.3065,0.095,,,,
1646,10/04/25 03:50:00 AM,8.3500,39.384,8.3047,0.104,,,,
1647,10/04/25 03:55:00 AM,8.3500,39.384,8.3065,0.100,,,,
1648,10/04/25 04:00:00 AM,8.3476,39.384,8.3081,0.091,,,,
1649,10/04/25 04:05:00 AM,8.3476,39.384,8.3081,0.091,,,,
1650,10/04/25 04:10:00 AM,8.3500,39.384,8.3098,0.093,,,,
1651,10/04/25 04:15:00 AM,8.3500,39.384,8.3066,0.100,,,,
1652,10/04/25 04:20:00 AM,8.3500,39.384,8.3117,0.088,,,,
1653,10/04/25 04:25:00 AM,8.3500,39.384,8.3099,0.092,,,,
1654,10/04/25 04:30:00 AM,8.3500,39.384,8.3099,0.092,,,,
1655,10/04/25 04:35:00 AM,8.3500,39.384,8.3099,0.092,,,,
1656,10/04/25 04:40:00 AM,8.3500,39.384,8.3099,0.092,,,,
1657,10/04/25 04:45:00 AM,8.3500,39.384,8.3117,0.088,,,,
1658,10/04/25 04:50:00 AM,8.3523,39.384,8.3131,0.090,,,,
1659,10/04/25 04:55:00 AM,8.3500,39.384,8.3114,0.089,,,,
1660,10/04/25 05:00:00 AM,8.3500,39.384,8.3131,0.085,,,,
1661,10/04/25 05:05:00 AM,8.3523,39.384,8.3128,0.091,,,,
1662,10/04/25 05:10:00 AM,8.3523,39.384,8.3128,0.091,,,,
1663,10/04/25 05:15:00 AM,8.3500,39.384,8.3146,0.082,,,,
1664,10/04/25 05:20:00 AM,8.3523,39.384,8.3147,0.087,,,,
1665,10/04/25 05:25:00 AM,8.3523,39.384,8.3128,0.091,,,,
1666,10/04/25 05:30:00 AM,8.3523,39.384,8.3146,0.087,,,,
1667,10/04/25 05:35:00 AM,8.3523,39.384,8.3128,0.091,,,,
1668,10/04/25 05:40:00 AM,8.3523,39.384,8.3146,0.087,,,,
1669,10/04/25 05:45:00 AM,8.3546,39.384,8.3146,0.092,,,,
1670,10/04/25 05:50:00 AM,8.3546,39.384,8.3146,0.092,,,,
1671,10/04/25 05:55:00 AM,8.3523,39.384,8.3179,0.079,,,,
1672,10/04/25 06:00:00 AM,8.3546,39.384,8.3179,0.085,,,,
1673,10/04/25 06:05:00 AM,8.3569,39.384,8.3195,0.086,,,,
1674,10/04/25 06:10:00 AM,8.3569,39.384,8.3179,0.090,,,,
1675,10/04/25 06:15:00 AM,8.3546,39.384,8.3179,0.085,,,,
1676,10/04/25 06:20:00 AM,8.3569,39.384,8.3195,0.086,,,,
1677,10/04/25 06:25:00 AM,8.3563,39.196,8.3226,0.078,,,,
1678,10/04/25 06:30:00 AM,8.3616,39.384,8.3207,0.094,,,,
1679,10/04/25 06:35:00 AM,8.3587,39.196,8.3233,0.082,,,,
1680,10/04/25 06:40:00 AM,8.3593,39.384,8.3273,0.074,,,,
1681,10/04/25 06:45:00 AM,8.3587,39.196,8.3262,0.075,,,,
1682,10/04/25 06:50:00 AM,8.3593,39.384,8.3298,0.068,,,,
1683,10/04/25 06:55:00 AM,8.3616,39.384,8.3314,0.070,,,,
1684,10/04/25 07:00:00 AM,8.3616,39.384,8.3378,0.055,,,,
1685,10/04/25 07:05:00 AM,8.3640,39.384,8.3404,0.055,,,,
1686,10/04/25 07:10:00 AM,8.3616,39.384,8.3398,0.050,,,,
1687,10/04/25 07:15:00 AM,8.3640,39.384,8.3420,0.051,,,,
1688,10/04/25 07:20:00 AM,8.3616,39.384,8.3462,0.035,,,,
1689,10/04/25 07:25:00 AM,8.3616,39.384,8.3458,0.036,,,,
1690,10/04/25 07:30:00 AM,8.3616,39.384,8.3481,0.031,,,,
1691,10/04/25 07:35:00 AM,8.3640,39.384,8.3491,0.034,,,,
1692,10/04/25 07:40:00 AM,8.3616,39.384,8.3507,0.025,,,,
1693,10/04/25 07:45:00 AM,8.3640,39.384,8.3517,0.028,,,,
1694,10/04/25 07:50:00 AM,8.3616,39.384,8.3516,0.023,,,,
1695,10/04/25 07:55:00 AM,8.3669,39.573,8.3537,0.030,,,,
1696,10/04/25 08:00:00 AM,8.3623,39.573,8.3568,0.013,,,,
1697,10/04/25 08:05:00 AM,8.3669,39.573,8.3555,0.026,,,,
1698,10/04/25 08:10:00 AM,8.3646,39.573,8.3559,0.020,,,,
1699,10/04/25 08:15:00 AM,8.3669,39.573,8.3546,0.028,,,,
1700,10/04/25 08:20:00 AM,8.3669,39.573,8.3574,0.022,,,,
1701,10/04/25 08:25:00 AM,8.3669,39.573,8.3577,0.021,,,,
1702,10/04/25 08:30:00 AM,8.3669,39.573,8.3597,0.017,,,,
1703,10/04/25 08:35:00 AM,8.3693,39.573,8.3600,0.021,,,,
1704,10/04/25 08:40:00 AM,8.3669,39.573,8.3587,0.019,,,,
1705,10/04/25 08:45:00 AM,8.3669,39.573,8.3623,0.011,,,,
1706,10/04/25 08:50:00 AM,8.3693,39.573,8.3598,0.022,,,,
1707,10/04/25 08:55:00 AM,8.3693,39.573,8.3608,0.019,,,,
1708,10/04/25 09:00:00 AM,8.3693,39.573,8.3601,0.021,,,,
1709,10/04/25 09:05:00 AM,8.3693,39.573,8.3620,0.017,,,,
1710,10/04/25 09:10:00 AM,8.3693,39.573,8.3613,0.018,,,,
1711,10/04/25 09:15:00 AM,8.3700,39.760,8.3613,0.020,,,,
1712,10/04/25 09:20:00 AM,8.3723,39.760,8.3674,0.011,,,,
1713,10/04/25 09:25:00 AM,8.3700,39.760,8.3649,0.012,,,,
1714,10/04/25 09:30:00 AM,8.3723,39.760,8.3649,0.017,,,,
1715,10/04/25 09:35:00 AM,8.3700,39.760,8.3608,0.021,,,,
1716,10/04/25 09:40:00 AM,8.3700,39.760,8.3642,0.013,,,,
1717,10/04/25 09:45:00 AM,8.3723,39.760,8.3617,0.024,,,,
1718,10/04/25 09:50:00 AM,8.3723,39.760,8.3645,0.018,,,,
1719,10/04/25 09:55:00 AM,8.3700,39.760,8.3636,0.015,,,,
1720,10/04/25 10:00:00 AM,8.3700,39.760,8.3671,0.007,,,,
1721,10/04/25 10:05:00 AM,8.3700,39.760,8.3645,0.013,,,,
1722,10/04/25 10:10:00 AM,8.3677,39.760,8.3627,0.011,,,,
1723,10/04/25 10:15:00 AM,8.3677,39.760,8.3653,0.005,,,,
1724,10/04/25 10:20:00 AM,8.3700,39.760,8.3653,0.011,,,,
1725,10/04/25 10:25:00 AM,8.3700,39.760,8.3636,0.015,,,,
1726,10/04/25 10:30:00 AM,8.3700,39.760,8.3653,0.011,,,,
1727,10/04/25 10:35:00 AM,8.3677,39.760,8.3653,0.005,,,,
1728,10/04/25 10:40:00 AM,8.3677,39.760,8.3620,0.013,,,,
1729,10/04/25 10:45:00 AM,8.3677,39.760,8.3646,0.007,,,,
1730,10/04/25 10:50:00 AM,8.3653,39.760,8.3629,0.006,,,,
1731,10/04/25 10:55:00 AM,8.3677,39.760,8.3629,0.011,,,,
1732,10/04/25 11:00:00 AM,8.3653,39.760,8.3639,0.003,,,,
1733,10/04/25 11:05:00 AM,8.3677,39.760,8.3622,0.013,,,,
1734,10/04/25 11:10:00 AM,8.3677,39.760,8.3614,0.014,,,,
1735,10/04/25 11:15:00 AM,8.3677,39.760,8.3640,0.008,,,,
1736,10/04/25 11:20:00 AM,8.3653,39.760,8.3600,0.012,,,,
1737,10/04/25 11:25:00 AM,8.3659,39.947,8.3608,0.012,,,,
1738,10/04/25 11:30:00 AM,8.3659,39.947,8.3617,0.010,,,,
1739,10/04/25 11:35:00 AM,8.3659,39.947,8.3635,0.006,,,,
1740,10/04/25 11:40:00 AM,8.3659,39.947,8.3610,0.011,,,,
1741,10/04/25 11:45:00 AM,8.3636,39.947,8.3603,0.008,,,,
1742,10/04/25 11:50:00 AM,8.3636,39.947,8.3594,0.010,,,,
1743,10/04/25 11:55:00 AM,8.3636,39.947,8.3578,0.013,,,,
1744,10/04/25 12:00:00 PM,8.3659,39.947,8.3604,0.013,,,,
1745,10/04/25 12:05:00 PM,8.3636,39.947,8.3579,0.013,,,,
1746,10/04/25 12:10:00 PM,8.3613,39.947,8.3571,0.010,,,,
1747,10/04/25 12:15:00 PM,8.3659,39.947,8.3588,0.016,,,,
1748,10/04/25 12:20:00 PM,8.3636,39.947,8.3563,0.017,,,,
1749,10/04/25 12:25:00 PM,8.3636,39.947,8.3574,0.014,,,,
1750,10/04/25 12:30:00 PM,8.3636,39.947,8.3582,0.012,,,,
1751,10/04/25 12:35:00 PM,8.3613,39.947,8.3566,0.011,,,,
1752,10/04/25 12:40:00 PM,8.3590,39.947,8.3558,0.007,,,,
1753,10/04/25 12:45:00 PM,8.3613,39.947,8.3566,0.011,,,,
1754,10/04/25 12:50:00 PM,8.3613,39.947,8.3575,0.009,,,,
1755,10/04/25 12:55:00 PM,8.3590,39.947,8.3584,0.001,,,,
1756,10/04/25 01:00:00 PM,8.3613,39.947,8.3542,0.016,,,,
1757,10/04/25 01:05:00 PM,8.3590,39.947,8.3533,0.013,,,,
1758,10/04/25 01:10:00 PM,8.3590,39.947,8.3542,0.011,,,,
1759,10/04/25 01:15:00 PM,8.3590,39.947,8.3568,0.005,,,,
1760,10/04/25 01:20:00 PM,8.3590,39.947,8.3559,0.007,,,,
1761,10/04/25 01:25:00 PM,8.3620,40.134,8.3534,0.020,,,,
1762,10/04/25 01:30:00 PM,8.3597,40.134,8.3559,0.009,,,,
1763,10/04/25 01:35:00 PM,8.3597,40.134,8.3542,0.013,,,,
1764,10/04/25 01:40:00 PM,8.3597,40.134,8.3534,0.014,,,,
1765,10/04/25 01:45:00 PM,8.3574,40.134,8.3542,0.007,,,,
1766,10/04/25 01:50:00 PM,8.3597,40.134,8.3542,0.013,,,,
1767,10/04/25 01:55:00 PM,8.3574,40.134,8.3550,0.005,,,,
1768,10/04/25 02:00:00 PM,8.3597,40.134,8.3559,0.009,,,,
1769,10/04/25 02:05:00 PM,8.3597,40.134,8.3526,0.016,,,,
1770,10/04/25 02:10:00 PM,8.3574,40.134,8.3533,0.009,,,,
1771,10/04/25 02:15:00 PM,8.3574,40.134,8.3550,0.005,,,,
1772,10/04/25 02:20:00 PM,8.3574,40.134,8.3533,0.009,,,,
1773,10/04/25 02:25:00 PM,8.3574,40.134,8.3517,0.013,,,,
1774,10/04/25 02:30:00 PM,8.3574,40.134,8.3524,0.011,,,,
1775,10/04/25 02:35:00 PM,8.3574,40.134,8.3508,0.015,,,,
1776,10/04/25 02:40:00 PM,8.3574,40.134,8.3524,0.011,,,,
1777,10/04/25 02:45:00 PM,8.3550,40.134,8.3508,0.010,,,,
1778,10/04/25 02:50:00 PM,8.3550,40.134,8.3500,0.012,,,,
1779,10/04/25 02:55:00 PM,8.3550,40.134,8.3526,0.006,,,,
1780,10/04/25 03:00:00 PM,8.3527,40.134,8.3484,0.010,,,,
1781,10/04/25 03:05:00 PM,8.3527,40.134,8.3492,0.008,,,,
1782,10/04/25 03:10:00 PM,8.3527,40.134,8.3500,0.006,,,,
1783,10/04/25 03:15:00 PM,8.3550,40.134,8.3526,0.006,,,,
1784,10/04/25 03:20:00 PM,8.3550,40.134,8.3517,0.008,,,,
1785,10/04/25 03:25:00 PM,8.3550,40.134,8.3500,0.012,,,,
1786,10/04/25 03:30:00 PM,8.3574,40.134,8.3508,0.015,,,,
1787,10/04/25 03:35:00 PM,8.3527,40.134,8.3517,0.002,,,,
1788,10/04/25 03:40:00 PM,8.3550,40.134,8.3517,0.008,,,,
1789,10/04/25 03:45:00 PM,8.3550,40.134,8.3508,0.010,,,,
1790,10/04/25 03:50:00 PM,8.3550,40.134,8.3465,0.020,,,,
1791,10/04/25 03:55:00 PM,8.3550,40.134,8.3482,0.016,,,,
1792,10/04/25 04:00:00 PM,8.3574,40.134,8.3507,0.015,,,,
1793,10/04/25 04:05:00 PM,8.3527,40.134,8.3472,0.013,,,,
1794,10/04/25 04:10:00 PM,8.3574,40.134,8.3471,0.024,,,,
1795,10/04/25 04:15:00 PM,8.3527,40.134,8.3437,0.021,,,,
1796,10/04/25 04:20:00 PM,8.3550,40.134,8.3487,0.015,,,,
1797,10/04/25 04:25:00 PM,8.3550,40.134,8.3485,0.015,,,,
1798,10/04/25 04:30:00 PM,8.3550,40.134,8.3492,0.013,,,,
1799,10/04/25 04:35:00 PM,8.3574,40.134,8.3474,0.023,,,,
1800,10/04/25 04:40:00 PM,8.3550,40.134,8.3465,0.020,,,,
1801,10/04/25 04:45:00 PM,8.3550,40.134,8.3462,0.020,,,,
1802,10/04/25 04:50:00 PM,8.3574,40.134,8.3450,0.028,,,,
1803,10/04/25 04:55:00 PM,8.3574,40.134,8.3446,0.029,,,,
1804,10/04/25 05:00:00 PM,8.3550,40.134,8.3440,0.025,,,,
1805,10/04/25 05:05:00 PM,8.3550,40.134,8.3452,0.023,,,,
1806,10/04/25 05:10:00 PM,8.3597,40.134,8.3462,0.031,,,,
1807,10/04/25 05:15:00 PM,8.3574,40.134,8.3449,0.029,,,,
1808,10/04/25 05:20:00 PM,8.3574,40.134,8.3436,0.032,,,,
1809,10/04/25 05:25:00 PM,8.3574,40.134,8.3394,0.041,,,,
1810,10/04/25 05:30:00 PM,8.3574,40.134,8.3414,0.037,,,,
1811,10/04/25 05:35:00 PM,8.3574,40.134,8.3410,0.038,,,,
1812,10/04/25 05:40:00 PM,8.3597,40.134,8.3394,0.047,,,,
1813,10/04/25 05:45:00 PM,8.3574,40.134,8.3379,0.045,,,,
1814,10/04/25 05:50:00 PM,8.3566,39.947,8.3391,0.040,,,,
1815,10/04/25 05:55:00 PM,8.3590,39.947,8.3403,0.043,,,,
1816,10/04/25 06:00:00 PM,8.3590,39.947,8.3397,0.044,,,,
1817,10/04/25 06:05:00 PM,8.3566,39.947,8.3375,0.044,,,,
1818,10/04/25 06:10:00 PM,8.3590,39.947,8.3385,0.047,,,,
1819,10/04/25 06:15:00 PM,8.3590,39.947,8.3397,0.044,,,,
1820,10/04/25 06:20:00 PM,8.3613,39.947,8.3391,0.051,,,,
1821,10/04/25 06:25:00 PM,8.3613,39.947,8.3395,0.050,,,,
1822,10/04/25 06:30:00 PM,8.3613,39.947,8.3401,0.049,,,,
1823,10/04/25 06:35:00 PM,8.3613,39.947,8.3395,0.050,,,,
1824,10/04/25 06:40:00 PM,8.3636,39.947,8.3400,0.055,,,,
1825,10/04/25 06:45:00 PM,8.3636,39.947,8.3405,0.053,,,,
